study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sample_alias	sample_title
PRJNA436454	SAMN08626190	SRX3780951	SRR6824446	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824446/SRR6824446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824446/SRR6824446_2.fastq.gz	MDR_11280	MDR_11280
PRJNA436454	SAMN08626000	SRX3780950	SRR6824447	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824447/SRR6824447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824447/SRR6824447_2.fastq.gz	MDR_1135	MDR_1135
PRJNA436454	SAMN08626083	SRX3780949	SRR6824448	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824448/SRR6824448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824448/SRR6824448_2.fastq.gz	MDR_1161	MDR_1161
PRJNA436454	SAMN08626195	SRX3780948	SRR6824449	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824449/SRR6824449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824449/SRR6824449_2.fastq.gz	MDR_12177	MDR_12177
PRJNA436454	SAMN08626196	SRX3780947	SRR6824450	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824450/SRR6824450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824450/SRR6824450_2.fastq.gz	MDR_12178	MDR_12178
PRJNA436454	SAMN08626272	SRX3780946	SRR6824451	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824451/SRR6824451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824451/SRR6824451_2.fastq.gz	MDR_17227	MDR_17227
PRJNA436454	SAMN08626052	SRX3780945	SRR6824452	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824452/SRR6824452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824452/SRR6824452_2.fastq.gz	MDR_17238	MDR_17238
PRJNA436454	SAMN08626266	SRX3780944	SRR6824453	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824453/SRR6824453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824453/SRR6824453_2.fastq.gz	MDR_16556	MDR_16556
PRJNA436454	SAMN08626267	SRX3780943	SRR6824454	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824454/SRR6824454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824454/SRR6824454_2.fastq.gz	MDR_17106	MDR_17106
PRJNA436454	SAMN08626268	SRX3780942	SRR6824455	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824455/SRR6824455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824455/SRR6824455_2.fastq.gz	MDR_17111	MDR_17111
PRJNA436454	SAMN08626050	SRX3780941	SRR6824456	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824456/SRR6824456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824456/SRR6824456_2.fastq.gz	MDR_17146	MDR_17146
PRJNA436454	SAMN08626051	SRX3780940	SRR6824457	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824457/SRR6824457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824457/SRR6824457_2.fastq.gz	MDR_17166	MDR_17166
PRJNA436454	SAMN08626269	SRX3780939	SRR6824458	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824458/SRR6824458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824458/SRR6824458_2.fastq.gz	MDR_17171	MDR_17171
PRJNA436454	SAMN08626270	SRX3780938	SRR6824459	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824459/SRR6824459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824459/SRR6824459_2.fastq.gz	MDR_17174	MDR_17174
PRJNA436454	SAMN08626271	SRX3780937	SRR6824460	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824460/SRR6824460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824460/SRR6824460_2.fastq.gz	MDR_17213	MDR_17213
PRJNA436454	SAMN08626006	SRX3780936	SRR6824461	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824461/SRR6824461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824461/SRR6824461_2.fastq.gz	MDR_4117	MDR_4117
PRJNA436454	SAMN08626109	SRX3780935	SRR6824462	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824462/SRR6824462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824462/SRR6824462_2.fastq.gz	MDR_4128	MDR_4128
PRJNA436454	SAMN08626107	SRX3780934	SRR6824463	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824463/SRR6824463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824463/SRR6824463_2.fastq.gz	MDR_4112	MDR_4112
PRJNA436454	SAMN08626108	SRX3780933	SRR6824464	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824464/SRR6824464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824464/SRR6824464_2.fastq.gz	MDR_4113	MDR_4113
PRJNA436454	SAMN08626147	SRX3780932	SRR6824465	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824465/SRR6824465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824465/SRR6824465_2.fastq.gz	MDR_6133	MDR_6133
PRJNA436454	SAMN08626146	SRX3780931	SRR6824466	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824466/SRR6824466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824466/SRR6824466_2.fastq.gz	MDR_6132	MDR_6132
PRJNA436454	SAMN08626110	SRX3780930	SRR6824467	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824467/SRR6824467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824467/SRR6824467_2.fastq.gz	MDR_4129	MDR_4129
PRJNA436454	SAMN08626007	SRX3780929	SRR6824468	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824468/SRR6824468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824468/SRR6824468_2.fastq.gz	MDR_4142	MDR_4142
PRJNA436454	SAMN08626143	SRX3780928	SRR6824469	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824469/SRR6824469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824469/SRR6824469_2.fastq.gz	MDR_6109	MDR_6109
PRJNA436454	SAMN08626142	SRX3780927	SRR6824470	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824470/SRR6824470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824470/SRR6824470_2.fastq.gz	MDR_5169	MDR_5169
PRJNA436454	SAMN08626113	SRX3780926	SRR6824471	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824471/SRR6824471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824471/SRR6824471_2.fastq.gz	MDR_4147	MDR_4147
PRJNA436454	SAMN08626144	SRX3780925	SRR6824472	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824472/SRR6824472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824472/SRR6824472_2.fastq.gz	MDR_6113	MDR_6113
PRJNA436454	SAMN08626014	SRX3780924	SRR6824473	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824473/SRR6824473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824473/SRR6824473_2.fastq.gz	MDR_5163	MDR_5163
PRJNA436454	SAMN08626139	SRX3780923	SRR6824474	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824474/SRR6824474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824474/SRR6824474_2.fastq.gz	MDR_5162	MDR_5162
PRJNA436454	SAMN08626141	SRX3780922	SRR6824475	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824475/SRR6824475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824475/SRR6824475_2.fastq.gz	MDR_5168	MDR_5168
PRJNA436454	SAMN08626140	SRX3780921	SRR6824476	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824476/SRR6824476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824476/SRR6824476_2.fastq.gz	MDR_5166	MDR_5166
PRJNA436454	SAMN08626330	SRX3780920	SRR6824477	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824477/SRR6824477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824477/SRR6824477_2.fastq.gz	MDR_24187	MDR_24187
PRJNA436454	SAMN08626329	SRX3780919	SRR6824478	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824478/SRR6824478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824478/SRR6824478_2.fastq.gz	MDR_24136	MDR_24136
PRJNA436454	SAMN08626323	SRX3780918	SRR6824479	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824479/SRR6824479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824479/SRR6824479_2.fastq.gz	MDR_23344	MDR_23344
PRJNA436454	SAMN08626322	SRX3780917	SRR6824480	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824480/SRR6824480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824480/SRR6824480_2.fastq.gz	MDR_23342	MDR_23342
PRJNA436454	SAMN08626070	SRX3780916	SRR6824481	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824481/SRR6824481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824481/SRR6824481_2.fastq.gz	MDR_23402	MDR_23402
PRJNA436454	SAMN08626324	SRX3780915	SRR6824482	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824482/SRR6824482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824482/SRR6824482_2.fastq.gz	MDR_23356	MDR_23356
PRJNA436454	SAMN08626326	SRX3780914	SRR6824483	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824483/SRR6824483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824483/SRR6824483_2.fastq.gz	MDR_23557	MDR_23557
PRJNA436454	SAMN08626325	SRX3780913	SRR6824484	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824484/SRR6824484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824484/SRR6824484_2.fastq.gz	MDR_23408	MDR_23408
PRJNA436454	SAMN08626328	SRX3780912	SRR6824485	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824485/SRR6824485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824485/SRR6824485_2.fastq.gz	MDR_23562	MDR_23562
PRJNA436454	SAMN08626327	SRX3780911	SRR6824486	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824486/SRR6824486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824486/SRR6824486_2.fastq.gz	MDR_23560	MDR_23560
PRJNA436454	SAMN08626097	SRX3780910	SRR6824487	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824487/SRR6824487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824487/SRR6824487_2.fastq.gz	MDR_3293	MDR_3293
PRJNA436454	SAMN08626098	SRX3780909	SRR6824488	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824488/SRR6824488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824488/SRR6824488_2.fastq.gz	MDR_3305	MDR_3305
PRJNA436454	SAMN08626003	SRX3780908	SRR6824489	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824489/SRR6824489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824489/SRR6824489_2.fastq.gz	MDR_3271	MDR_3271
PRJNA436454	SAMN08626094	SRX3780907	SRR6824490	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824490/SRR6824490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824490/SRR6824490_2.fastq.gz	MDR_3283	MDR_3283
PRJNA436454	SAMN08626095	SRX3780906	SRR6824491	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824491/SRR6824491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824491/SRR6824491_2.fastq.gz	MDR_3284	MDR_3284
PRJNA436454	SAMN08626096	SRX3780905	SRR6824492	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824492/SRR6824492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824492/SRR6824492_2.fastq.gz	MDR_3292	MDR_3292
PRJNA436454	SAMN08626092	SRX3780904	SRR6824493	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824493/SRR6824493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824493/SRR6824493_2.fastq.gz	MDR_3209	MDR_3209
PRJNA436454	SAMN08626001	SRX3780903	SRR6824494	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824494/SRR6824494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824494/SRR6824494_2.fastq.gz	MDR_3220	MDR_3220
PRJNA436454	SAMN08626002	SRX3780902	SRR6824495	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824495/SRR6824495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824495/SRR6824495_2.fastq.gz	MDR_3224	MDR_3224
PRJNA436454	SAMN08626093	SRX3780901	SRR6824496	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824496/SRR6824496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824496/SRR6824496_2.fastq.gz	MDR_3240	MDR_3240
PRJNA436454	SAMN08626203	SRX3780900	SRR6824497	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824497/SRR6824497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824497/SRR6824497_2.fastq.gz	MDR_12359	MDR_12359
PRJNA436454	SAMN08626202	SRX3780899	SRR6824498	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824498/SRR6824498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824498/SRR6824498_2.fastq.gz	MDR_12340	MDR_12340
PRJNA436454	SAMN08626030	SRX3780898	SRR6824499	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824499/SRR6824499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824499/SRR6824499_2.fastq.gz	MDR_12270	MDR_12270
PRJNA436454	SAMN08626200	SRX3780897	SRR6824500	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824500/SRR6824500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824500/SRR6824500_2.fastq.gz	MDR_12259	MDR_12259
PRJNA436454	SAMN08626031	SRX3780896	SRR6824501	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824501/SRR6824501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824501/SRR6824501_2.fastq.gz	MDR_12332	MDR_12332
PRJNA436454	SAMN08626201	SRX3780895	SRR6824502	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824502/SRR6824502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824502/SRR6824502_2.fastq.gz	MDR_12314	MDR_12314
PRJNA436454	SAMN08626198	SRX3780894	SRR6824503	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824503/SRR6824503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824503/SRR6824503_2.fastq.gz	MDR_12240	MDR_12240
PRJNA436454	SAMN08626197	SRX3780893	SRR6824504	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824504/SRR6824504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824504/SRR6824504_2.fastq.gz	MDR_12179	MDR_12179
PRJNA436454	SAMN08626199	SRX3780892	SRR6824505	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824505/SRR6824505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824505/SRR6824505_2.fastq.gz	MDR_12257	MDR_12257
PRJNA436454	SAMN08626029	SRX3780891	SRR6824506	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824506/SRR6824506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824506/SRR6824506_2.fastq.gz	MDR_12251	MDR_12251
PRJNA436454	SAMN08626375	SRX3780890	SRR6824507	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824507/SRR6824507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824507/SRR6824507_2.fastq.gz	non-MDR_11204	non-MDR_11204
PRJNA436454	SAMN08626374	SRX3780889	SRR6824508	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824508/SRR6824508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824508/SRR6824508_2.fastq.gz	non-MDR_10308	non-MDR_10308
PRJNA436454	SAMN08626377	SRX3780888	SRR6824509	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824509/SRR6824509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824509/SRR6824509_2.fastq.gz	non-MDR_13204	non-MDR_13204
PRJNA436454	SAMN08626376	SRX3780887	SRR6824510	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824510/SRR6824510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824510/SRR6824510_2.fastq.gz	non-MDR_12263	non-MDR_12263
PRJNA436454	SAMN08626379	SRX3780886	SRR6824511	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824511/SRR6824511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824511/SRR6824511_2.fastq.gz	non-MDR_14122	non-MDR_14122
PRJNA436454	SAMN08626378	SRX3780885	SRR6824512	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824512/SRR6824512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824512/SRR6824512_2.fastq.gz	non-MDR_13231	non-MDR_13231
PRJNA436454	SAMN08626381	SRX3780884	SRR6824513	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824513/SRR6824513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824513/SRR6824513_2.fastq.gz	non-MDR_14301	non-MDR_14301
PRJNA436454	SAMN08626380	SRX3780883	SRR6824514	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824514/SRR6824514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824514/SRR6824514_2.fastq.gz	non-MDR_14205	non-MDR_14205
PRJNA436454	SAMN08626383	SRX3780882	SRR6824515	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824515/SRR6824515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824515/SRR6824515_2.fastq.gz	non-MDR_15104	non-MDR_15104
PRJNA436454	SAMN08626382	SRX3780881	SRR6824516	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824516/SRR6824516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824516/SRR6824516_2.fastq.gz	non-MDR_14338	non-MDR_14338
PRJNA436454	SAMN08626289	SRX3780880	SRR6824517	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824517/SRR6824517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6824517/SRR6824517_2.fastq.gz	MDR_18566	MDR_18566
PRJNA436454	SAMN08626288	SRX3780879	SRR6824518	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824518/SRR6824518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6824518/SRR6824518_2.fastq.gz	MDR_18559	MDR_18559
PRJNA436454	SAMN08626287	SRX3780878	SRR6824519	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824519/SRR6824519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6824519/SRR6824519_2.fastq.gz	MDR_18558	MDR_18558
PRJNA436454	SAMN08626059	SRX3780877	SRR6824520	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824520/SRR6824520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6824520/SRR6824520_2.fastq.gz	MDR_18428	MDR_18428
PRJNA436454	SAMN08626293	SRX3780876	SRR6824521	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824521/SRR6824521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6824521/SRR6824521_2.fastq.gz	MDR_19128	MDR_19128
PRJNA436454	SAMN08626292	SRX3780875	SRR6824522	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824522/SRR6824522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6824522/SRR6824522_2.fastq.gz	MDR_19107	MDR_19107
PRJNA436454	SAMN08626291	SRX3780874	SRR6824523	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824523/SRR6824523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6824523/SRR6824523_2.fastq.gz	MDR_19102	MDR_19102
PRJNA436454	SAMN08626290	SRX3780873	SRR6824524	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824524/SRR6824524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6824524/SRR6824524_2.fastq.gz	MDR_18568	MDR_18568
PRJNA436454	SAMN08626295	SRX3780872	SRR6824525	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824525/SRR6824525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6824525/SRR6824525_2.fastq.gz	MDR_19213	MDR_19213
PRJNA436454	SAMN08626294	SRX3780871	SRR6824526	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824526/SRR6824526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6824526/SRR6824526_2.fastq.gz	MDR_19209	MDR_19209
