accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR18911556	SRP276100	new	PRJNA650381	SAMN27762749	IDR1900044441-01-01	A85	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900044441-01-01_R1.fastq.gz	IDR1900044441-01-01_R2.fastq.gz				
SRR18911555	SRP276100	new	PRJNA650381	SAMN27762750	IDR1900044563-01-01	A86	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900044563-01-01_R1.fastq.gz	IDR1900044563-01-01_R2.fastq.gz				
SRR18911554	SRP276100	new	PRJNA650381	SAMN27762751	IDR1900044576-01-01	A87	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900044576-01-01_R1.fastq.gz	IDR1900044576-01-01_R2.fastq.gz				
SRR18911553	SRP276100	new	PRJNA650381	SAMN27762752	IDR1900044576-01-02	A216	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900044576-01-02_R1.fastq.gz	IDR1900044576-01-02_R2.fastq.gz				
SRR18911552	SRP276100	new	PRJNA650381	SAMN27762753	IDR1900044680-01-01	A217	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900044680-01-01_R1.fastq.gz	IDR1900044680-01-01_R2.fastq.gz				
SRR18911551	SRP276100	new	PRJNA650381	SAMN27762754	IDR1900044888-01-01	A88	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900044888-01-01_R1.fastq.gz	IDR1900044888-01-01_R2.fastq.gz				
SRR18911568	SRP276100	new	PRJNA650381	SAMN27762755	IDR1900044889-01-01	A89	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900044889-01-01_R1.fastq.gz	IDR1900044889-01-01_R2.fastq.gz				
SRR18911567	SRP276100	new	PRJNA650381	SAMN27762756	IDR1900044894-01-01	A90	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900044894-01-01_R1.fastq.gz	IDR1900044894-01-01_R2.fastq.gz				
SRR18911566	SRP276100	new	PRJNA650381	SAMN27762757	IDR1900044897-01-01	A91	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900044897-01-01_R1.fastq.gz	IDR1900044897-01-01_R2.fastq.gz				
SRR18911565	SRP276100	new	PRJNA650381	SAMN27762758	IDR1900045078-01-01	A218	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045078-01-01_R1.fastq.gz	IDR1900045078-01-01_R2.fastq.gz				
SRR18911564	SRP276100	new	PRJNA650381	SAMN27762759	IDR1900045086-01-01	A219	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045086-01-01_R1.fastq.gz	IDR1900045086-01-01_R2.fastq.gz				
SRR18911563	SRP276100	new	PRJNA650381	SAMN27762760	IDR1900045553-01-01	A220	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045553-01-01_R1.fastq.gz	IDR1900045553-01-01_R2.fastq.gz				
SRR18911562	SRP276100	new	PRJNA650381	SAMN27762761	IDR1900045554-01-01	A221	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045554-01-01_R1.fastq.gz	IDR1900045554-01-01_R2.fastq.gz				
SRR18911561	SRP276100	new	PRJNA650381	SAMN27762762	IDR1900045557-01-01	A222	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045557-01-01_R1.fastq.gz	IDR1900045557-01-01_R2.fastq.gz				
SRR18911560	SRP276100	new	PRJNA650381	SAMN27762763	IDR1900045560-01-01	A223	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045560-01-01_R1.fastq.gz	IDR1900045560-01-01_R2.fastq.gz				
SRR18911559	SRP276100	new	PRJNA650381	SAMN27762764	IDR1900045562-01-01	A224	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045562-01-01_R1.fastq.gz	IDR1900045562-01-01_R2.fastq.gz				
SRR18911600	SRP276100	new	PRJNA650381	SAMN27762810	IDR1900045675-01-01	A225	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045675-01-01_R1.fastq.gz	IDR1900045675-01-01_R2.fastq.gz				
SRR18911599	SRP276100	new	PRJNA650381	SAMN27762811	IDR1900045677-01-01	A226	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045677-01-01_R1.fastq.gz	IDR1900045677-01-01_R2.fastq.gz				
SRR18911588	SRP276100	new	PRJNA650381	SAMN27762812	IDR1900045678-01-01	A227	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045678-01-01_R1.fastq.gz	IDR1900045678-01-01_R2.fastq.gz				
SRR18911587	SRP276100	new	PRJNA650381	SAMN27762813	IDR1900045801-01-01	A228	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045801-01-01_R1.fastq.gz	IDR1900045801-01-01_R2.fastq.gz				
SRR18911586	SRP276100	new	PRJNA650381	SAMN27762814	IDR1900045804-01-01	A229	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900045804-01-01_R1.fastq.gz	IDR1900045804-01-01_R2.fastq.gz				
SRR18911585	SRP276100	new	PRJNA650381	SAMN27762815	IDR1900046269-01-01	A230	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900046269-01-01_R1.fastq.gz	IDR1900046269-01-01_R2.fastq.gz				
SRR18911584	SRP276100	new	PRJNA650381	SAMN27762816	IDR1900046274-01-01	A231	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900046274-01-01_R1.fastq.gz	IDR1900046274-01-01_R2.fastq.gz				
SRR18911583	SRP276100	new	PRJNA650381	SAMN27762817	IDR1900046756-01-01	A232	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900046756-01-01_R1.fastq.gz	IDR1900046756-01-01_R2.fastq.gz				
SRR18911582	SRP276100	new	PRJNA650381	SAMN27762818	IDR1900046760-01-01	A233	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900046760-01-01_R1.fastq.gz	IDR1900046760-01-01_R2.fastq.gz				
SRR18911581	SRP276100	new	PRJNA650381	SAMN27762819	IDR1900046761-01-01	A234	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900046761-01-01_R1.fastq.gz	IDR1900046761-01-01_R2.fastq.gz				
SRR18911598	SRP276100	new	PRJNA650381	SAMN27762820	IDR1900046764-01-01	A235	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900046764-01-01_R1.fastq.gz	IDR1900046764-01-01_R2.fastq.gz				
SRR18911597	SRP276100	new	PRJNA650381	SAMN27762821	IDR1900046765-01-01	A236	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900046765-01-01_R1.fastq.gz	IDR1900046765-01-01_R2.fastq.gz				
SRR18911596	SRP276100	new	PRJNA650381	SAMN27762822	IDR1900046767-01-01	A237	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900046767-01-01_R1.fastq.gz	IDR1900046767-01-01_R2.fastq.gz				
SRR18911595	SRP276100	new	PRJNA650381	SAMN27762823	IDR1900047129-01-01	A238	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900047129-01-01_R1.fastq.gz	IDR1900047129-01-01_R2.fastq.gz				
SRR18911594	SRP276100	new	PRJNA650381	SAMN27762824	IDR1900047137-01-01	A239	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900047137-01-01_R1.fastq.gz	IDR1900047137-01-01_R2.fastq.gz				
SRR18911593	SRP276100	new	PRJNA650381	SAMN27762825	IDR1900047395-01-01	A240	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900047395-01-01_R1.fastq.gz	IDR1900047395-01-01_R2.fastq.gz				
SRR18911592	SRP276100	new	PRJNA650381	SAMN27762826	IDR1900047523-01-01	A241	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900047523-01-01_R1.fastq.gz	IDR1900047523-01-01_R2.fastq.gz				
SRR18911591	SRP276100	new	PRJNA650381	SAMN27762827	IDR1900047618-01-02	A242	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900047618-01-02_R1.fastq.gz	IDR1900047618-01-02_R2.fastq.gz				
SRR18911590	SRP276100	new	PRJNA650381	SAMN27762828	IDR1900047718-01-02	A243	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900047718-01-02_R1.fastq.gz	IDR1900047718-01-02_R2.fastq.gz				
SRR18911589	SRP276100	new	PRJNA650381	SAMN27762829	IDR1900047719-01-02	A244	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900047719-01-02_R1.fastq.gz	IDR1900047719-01-02_R2.fastq.gz				
SRR18911883	SRP276100	new	PRJNA650381	SAMN27763043	IDR1900048049-01-01	A245	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048049-01-01_R1.fastq.gz	IDR1900048049-01-01_R2.fastq.gz				
SRR18911882	SRP276100	new	PRJNA650381	SAMN27763044	IDR1900048050-01-01	A246	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048050-01-01_R1.fastq.gz	IDR1900048050-01-01_R2.fastq.gz				
SRR18911871	SRP276100	new	PRJNA650381	SAMN27763045	IDR1900048051-01-01	A247	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048051-01-01_R1.fastq.gz	IDR1900048051-01-01_R2.fastq.gz				
SRR18911870	SRP276100	new	PRJNA650381	SAMN27763046	IDR1900048057-01-01	A248	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048057-01-01_R1.fastq.gz	IDR1900048057-01-01_R2.fastq.gz				
SRR18911869	SRP276100	new	PRJNA650381	SAMN27763047	IDR1900048058-01-01	A249	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048058-01-01_R1.fastq.gz	IDR1900048058-01-01_R2.fastq.gz				
SRR18911868	SRP276100	new	PRJNA650381	SAMN27763048	IDR1900048061-01-02	A55	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048061-01-02_R1.fastq.gz	IDR1900048061-01-02_R2.fastq.gz				
SRR18911867	SRP276100	new	PRJNA650381	SAMN27763049	IDR1900048100-01-01	A250	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048100-01-01_R1.fastq.gz	IDR1900048100-01-01_R2.fastq.gz				
SRR18911866	SRP276100	new	PRJNA650381	SAMN27763050	IDR1900048589-01-02	A251	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048589-01-02_R1.fastq.gz	IDR1900048589-01-02_R2.fastq.gz				
SRR18911865	SRP276100	new	PRJNA650381	SAMN27763051	IDR1900048591-01-02	A252	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048591-01-02_R1.fastq.gz	IDR1900048591-01-02_R2.fastq.gz				
SRR18911864	SRP276100	new	PRJNA650381	SAMN27763052	IDR1900048689-01-02	A56	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048689-01-02_R1.fastq.gz	IDR1900048689-01-02_R2.fastq.gz				
SRR18911881	SRP276100	new	PRJNA650381	SAMN27763053	IDR1900048869-01-01	A253	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900048869-01-01_R1.fastq.gz	IDR1900048869-01-01_R2.fastq.gz				
SRR18911880	SRP276100	new	PRJNA650381	SAMN27763054	IDR1900049305-01-02	A54	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049305-01-02_R1.fastq.gz	IDR1900049305-01-02_R2.fastq.gz				
SRR18911879	SRP276100	new	PRJNA650381	SAMN27763055	IDR1900049338-01-01	A254	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049338-01-01_R1.fastq.gz	IDR1900049338-01-01_R2.fastq.gz				
SRR18911878	SRP276100	new	PRJNA650381	SAMN27763056	IDR1900049501-01-01	A255	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049501-01-01_R1.fastq.gz	IDR1900049501-01-01_R2.fastq.gz				
SRR18911877	SRP276100	new	PRJNA650381	SAMN27763057	IDR1900049502-01-01	A256	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049502-01-01_R1.fastq.gz	IDR1900049502-01-01_R2.fastq.gz				
SRR18911876	SRP276100	new	PRJNA650381	SAMN27763058	IDR1900049503-01-01	A257	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049503-01-01_R1.fastq.gz	IDR1900049503-01-01_R2.fastq.gz				
SRR18911875	SRP276100	new	PRJNA650381	SAMN27763059	IDR1900049504-01-01	A258	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049504-01-01_R1.fastq.gz	IDR1900049504-01-01_R2.fastq.gz				
SRR18911874	SRP276100	new	PRJNA650381	SAMN27763060	IDR1900049505-01-01	A259	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049505-01-01_R1.fastq.gz	IDR1900049505-01-01_R2.fastq.gz				
SRR18911873	SRP276100	new	PRJNA650381	SAMN27763061	IDR1900049506-01-01	A260	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049506-01-01_R1.fastq.gz	IDR1900049506-01-01_R2.fastq.gz				
SRR18911872	SRP276100	new	PRJNA650381	SAMN27763062	IDR1900049507-01-01	A261	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049507-01-01_R1.fastq.gz	IDR1900049507-01-01_R2.fastq.gz				
SRR18911922	SRP276100	new	PRJNA650381	SAMN27763093	IDR1900049508-01-01	A262	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049508-01-01_R1.fastq.gz	IDR1900049508-01-01_R2.fastq.gz				
SRR18911921	SRP276100	new	PRJNA650381	SAMN27763094	IDR1900049509-01-01	A263	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049509-01-01_R1.fastq.gz	IDR1900049509-01-01_R2.fastq.gz				
SRR18911910	SRP276100	new	PRJNA650381	SAMN27763095	IDR1900049511-01-01	A264	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049511-01-01_R1.fastq.gz	IDR1900049511-01-01_R2.fastq.gz				
SRR18911909	SRP276100	new	PRJNA650381	SAMN27763096	IDR1900049513-01-01	A265	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049513-01-01_R1.fastq.gz	IDR1900049513-01-01_R2.fastq.gz				
SRR18911908	SRP276100	new	PRJNA650381	SAMN27763097	IDR1900049514-01-01	A266	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049514-01-01_R1.fastq.gz	IDR1900049514-01-01_R2.fastq.gz				
SRR18911907	SRP276100	new	PRJNA650381	SAMN27763098	IDR1900049516-01-01	A267	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049516-01-01_R1.fastq.gz	IDR1900049516-01-01_R2.fastq.gz				
SRR18911906	SRP276100	new	PRJNA650381	SAMN27763099	IDR1900049517-01-01	A268	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049517-01-01_R1.fastq.gz	IDR1900049517-01-01_R2.fastq.gz				
SRR18911905	SRP276100	new	PRJNA650381	SAMN27763100	IDR1900049918-01-01	A269	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900049918-01-01_R1.fastq.gz	IDR1900049918-01-01_R2.fastq.gz				
SRR18911904	SRP276100	new	PRJNA650381	SAMN27763101	IDR1900050031-01-02	A270	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050031-01-02_R1.fastq.gz	IDR1900050031-01-02_R2.fastq.gz				
SRR18911903	SRP276100	new	PRJNA650381	SAMN27763102	IDR1900050032-01-02	A57	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050032-01-02_R1.fastq.gz	IDR1900050032-01-02_R2.fastq.gz				
SRR18911920	SRP276100	new	PRJNA650381	SAMN27763103	IDR1900050459-01-02	A58	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050459-01-02_R1.fastq.gz	IDR1900050459-01-02_R2.fastq.gz				
SRR18911919	SRP276100	new	PRJNA650381	SAMN27763104	IDR1900050776-01-01	A59	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050776-01-01_R1.fastq.gz	IDR1900050776-01-01_R2.fastq.gz				
SRR18911918	SRP276100	new	PRJNA650381	SAMN27763105	IDR1900050780-01-01	A60	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050780-01-01_R1.fastq.gz	IDR1900050780-01-01_R2.fastq.gz				
SRR18911917	SRP276100	new	PRJNA650381	SAMN27763106	IDR1900050921-01-01	A61	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050921-01-01_R1.fastq.gz	IDR1900050921-01-01_R2.fastq.gz				
SRR18911916	SRP276100	new	PRJNA650381	SAMN27763107	IDR1900050923-01-01	A62	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050923-01-01_R1.fastq.gz	IDR1900050923-01-01_R2.fastq.gz				
SRR18911915	SRP276100	new	PRJNA650381	SAMN27763108	IDR1900050924-01-01	A63	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050924-01-01_R1.fastq.gz	IDR1900050924-01-01_R2.fastq.gz				
SRR18911914	SRP276100	new	PRJNA650381	SAMN27763109	IDR1900050925-01-01	A64	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050925-01-01_R1.fastq.gz	IDR1900050925-01-01_R2.fastq.gz				
SRR18911913	SRP276100	new	PRJNA650381	SAMN27763110	IDR1900050926-01-01	A65	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050926-01-01_R1.fastq.gz	IDR1900050926-01-01_R2.fastq.gz				
SRR18911912	SRP276100	new	PRJNA650381	SAMN27763111	IDR1900050927-01-01	A66	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050927-01-01_R1.fastq.gz	IDR1900050927-01-01_R2.fastq.gz				
SRR18911911	SRP276100	new	PRJNA650381	SAMN27763112	IDR1900050928-01-01	A67	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050928-01-01_R1.fastq.gz	IDR1900050928-01-01_R2.fastq.gz				
SRR18911997	SRP276100	new	PRJNA650381	SAMN27763132	IDR1900050929-01-01	A68	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050929-01-01_R1.fastq.gz	IDR1900050929-01-01_R2.fastq.gz				
SRR18911996	SRP276100	new	PRJNA650381	SAMN27763133	IDR1900050930-01-01	A69	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050930-01-01_R1.fastq.gz	IDR1900050930-01-01_R2.fastq.gz				
SRR18911985	SRP276100	new	PRJNA650381	SAMN27763134	IDR1900050931-01-01	A70	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900050931-01-01_R1.fastq.gz	IDR1900050931-01-01_R2.fastq.gz				
SRR18911984	SRP276100	new	PRJNA650381	SAMN27763135	IDR1900051371-01-02	A271	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051371-01-02_R1.fastq.gz	IDR1900051371-01-02_R2.fastq.gz				
SRR18911983	SRP276100	new	PRJNA650381	SAMN27763136	IDR1900051508-01-01	A272	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051508-01-01_R1.fastq.gz	IDR1900051508-01-01_R2.fastq.gz				
SRR18911982	SRP276100	new	PRJNA650381	SAMN27763137	IDR1900051510-01-01	A273	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051510-01-01_R1.fastq.gz	IDR1900051510-01-01_R2.fastq.gz				
SRR18911981	SRP276100	new	PRJNA650381	SAMN27763138	IDR1900051724-01-01	A71	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051724-01-01_R1.fastq.gz	IDR1900051724-01-01_R2.fastq.gz				
SRR18911980	SRP276100	new	PRJNA650381	SAMN27763139	IDR1900051726-01-01	A72	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051726-01-01_R1.fastq.gz	IDR1900051726-01-01_R2.fastq.gz				
SRR18911979	SRP276100	new	PRJNA650381	SAMN27763140	IDR1900051727-01-01	A274	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051727-01-01_R1.fastq.gz	IDR1900051727-01-01_R2.fastq.gz				
SRR18911978	SRP276100	new	PRJNA650381	SAMN27763141	IDR1900051728-01-01	A73	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051728-01-01_R1.fastq.gz	IDR1900051728-01-01_R2.fastq.gz				
SRR18911995	SRP276100	new	PRJNA650381	SAMN27763142	IDR1900051729-01-01	A74	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051729-01-01_R1.fastq.gz	IDR1900051729-01-01_R2.fastq.gz				
SRR18911994	SRP276100	new	PRJNA650381	SAMN27763143	IDR1900051730-01-01	A75	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051730-01-01_R1.fastq.gz	IDR1900051730-01-01_R2.fastq.gz				
SRR18911993	SRP276100	new	PRJNA650381	SAMN27763144	IDR1900051731-01-01	A76	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051731-01-01_R1.fastq.gz	IDR1900051731-01-01_R2.fastq.gz				
SRR18911992	SRP276100	new	PRJNA650381	SAMN27763145	IDR1900051733-01-01	A77	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051733-01-01_R1.fastq.gz	IDR1900051733-01-01_R2.fastq.gz				
SRR18911991	SRP276100	new	PRJNA650381	SAMN27763146	IDR1900051734-01-01	A275	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900051734-01-01_R1.fastq.gz	IDR1900051734-01-01_R2.fastq.gz				
SRR18911990	SRP276100	new	PRJNA650381	SAMN27763147	IDR1900052071-01-02	A276	Illumina TB WGS	WGS	GENOMIC	RANDOM	Paired	Illumina	Illumina MiSeq	WGS of purified isolate	fastq	IDR1900052071-01-02_R1.fastq.gz	IDR1900052071-01-02_R2.fastq.gz				
